source_word,source_seg,related_word,related_seg
alchemy,al.chemy,chemical,chem.ical
stenography,sten.ography,stencil,sten.cil
terminology,termin.ology,terminal,termin.al
vestment,vest.ment,vestry,vest.ry
vestment,vest.ment,investment,in.vest.ment
vestment,vest.ment,investiture,in.vest.iture
rawhide,raw.hide,hidebound,hide.bound
linoleum,lino.leum,petroleum,petro.leum
linoleum,lino.leum,mausoleum,mauso.leum
linen,li.nen,lining,li.ning
linen,li.nen,lenin,Le.nin
girdle,gird.le,girder,gird.er
cravat,crav.at,craven,crav.en
cravat,crav.at,caveat,cave.at
emollient,e.moll.ient,mollify,moll.ify
emollient,e.moll.ient,mollusc,moll.usc
emollient,e.moll.ient,emulsion,e.mul.sion
insignia,in.sign.ia,ensign,en.sign
chevron,chev.ron,echelon,e.che.lon
millinery,mill.in.ery,military,mi.li.tary
crinkle,cr.ink.le,wrinkle,wr.ink.le
crinkle,cr.ink.le,cringe,cr.ing.e
crinkle,cr.ink.le,vn,v.n
pucker,puck.er,poker,pok.er
pucker,puck.er,pocket,pock.et
garment,gar.ment,raiment,rai.ment
attire,at.tire,attic,at.tic
desideratum,de.sider.atum,decide,de.cide
desideratum,de.sider.atum,desiderata,de.sider.ata
desideratum,de.sider.atum,consideration,con.sider.ation
desideratum,de.sider.atum,ultimatum,ultim.atum
requisite,re.qui.site,prerequisite,pre.re.quisite
requisite,re.qui.site,perquisite,per.qui.site
requisite,re.qui.site,exquisite,ex.qui.site
requisite,re.qui.site,requite,re.quite
dainty,dain.ty,disdain,dis.dain
dainty,dain.ty,ordain,or.dain
appetizer,ap.pet.izer,appetite,ap.pet.ite
gruel,gru.el,porridge,por.ridge
confection,con.fect.ion,affect,af.fect
confection,con.fect.ion,effect,ef.fect
confection,con.fect.ion,infection,in.fect.ion
confection,con.fect.ion,defection,de.fect.ion
confection,con.fect.ion,perfection,per.fect.ion
margarine,mar.gar.ine,margaret,mar.gar.et
saccharin,sac.char.in,margarine,mar.gar.ine
saccharin,sac.char.in,guillotine,guil.lot.ine
saccharin,sac.char.in,bacchanalian,bac.chan.al.ian
ferment,fer.ment,fervent,fer.vent
asparagus,as.para.gus,paragon,para.gon
scalpel,scalp.el,vn,v.n
splint,spl.int,sprint,spr.int
splint,spl.int,vn,v.n
splint,spl.int,splinter,spl.int.er
splint,spl.int,lint,l.int
splint,spl.int,flint,fl.int
salutary,sa.lut.ary,salute,sa.lute
salutary,sa.lut.ary,salubrious,sa.lubr.ious
salubrious,salu.brious,salutary,salu.tary
salubrious,salu.brious,vn,v.n
recuperate,re.cup.er.ate,recoup,re.coup
inflamed,in.flam.ed,flamed,flam.ed
inflamed,in.flam.ed,inflammable,in.flamm.able
inflamed,in.flam.ed,flammable,flamm.able
inflamed,in.flam.ed,inflammation,in.flamm.ation
remittent,re.mit.tent,remit,re.mit
remittent,re.mit.tent,mittance,mitt.ance
granule,gran.ule,granite,gran.ite
granule,gran.ule,grandma,grand.ma
sustenance,sus.ten.ance,subsistence,sub.sist.ence
convalescence,con.vale.scence,valediction,vale.diction
convalescence,con.vale.scence,escent,esc.ent
convalescence,con.vale.scence,esce,esc.e
convalescence,con.vale.scence,escence,esc.ence
convalescence,con.vale.scence,evanescence,eva.ne.scence
quarantine,quar.ant.ine,quarter,quar.ter
quarantine,quar.ant.ine,quartermaster,quar.ter.master
allopathy,allo.pathy,homeopathy,homeo.pathy
homeopathy,home.o.pathy,apathy,a.pathy
homeopathy,home.o.pathy,idiopathy,idio.pathy
feticide,feti.cide,fetus,fet.us
clyster,cly.ster,cataclysm,cata.cly.sm
acupuncture,acu.punct.ure,puncture,punct.ure
inoculation,in.ocul.ation,ocular,ocul.ar
analgesic,an.alg.esic,anaesthetic,an.aesth.etic
opiate,opi.ate,opium,opi.um
nostrum,nostr.um,nostalgia,nost.alg.ia
nostrum,nostr.um,strum,str.um
gestation,gest.ation,digestion,di.gest.ion
caret,car.et,carrot,car.rot
bracket,brack.et,racket,rack.et
bracket,brack.et,bracelet,brace.let
parenthesis,paren.thesis,parentheses,paren.theses
asterisk,aster.isk,asteroid,aster.oid
ellipsis,el.lip.sis,ellipse,el.lip.se
ellipsis,el.lip.sis,eclipse,ec.lip.se
ellipsis,el.lip.sis,nv,n.v
celestial,cele.sti.al,ecclesi,ec.clesi
pallid,pall.id,palliative,pall.ia.tive
pallid,pall.id,placid,plac.id
rubicund,rubi.cund,fecund,fe.cund
rubicund,rubi.cund,jocund,jo.cund
rubicund,rubi.cund,rubric,rub.ric
auxin,aux.in,auxiliary,auxi.li.ary
irritant,ir.rit.ant,irritate,ir.rit.ate
purgative,purg.ative,purgatory,purg.atory
catharsis,cath.ar.sis,catherine,Cath.er.ine
catharsis,cath.ar.sis,cathode,cath.ode
chronicle,chron.ic.le,chronic,chron.ic
chronicle,chron.ic.le,crony,cron.y
chronicle,chron.ic.le,chronology,chron.ology
chronicle,chron.ic.le,orine,or.ine
parable,par.able,parley,par.ley
parody,par.ody,melody,mel.ody
parody,par.ody,threnody,thren.ody
parody,par.ody,rhapsody,rhaps.ody
parody,par.ody,charade,char.ade
parody,par.ody,pastiche,past.i.che
peroration,per.ora.tion,oration,ora.tion
colloquium,col.loqu.ium,colloquial,col.loqu.ial
colloquium,col.loqu.ium,eloquent,e.loqu.ent
colloquium,col.loqu.ium,obloquy,ob.loquy
colloquium,col.loqu.ium,symposium,sym.pos.ium
inception,in.cept.ion,reception,re.ception
inception,in.cept.ion,deception,de.ception
inception,in.cept.ion,precept,pre.cept
inception,in.cept.ion,incipient,in.cipi.ent
valediction,vale.diction,convalescent,con.vale.scent
valediction,vale.diction,convalescence,con.vale.scence
treatise,treat.ise,chasten,chast.en
disquisition,dis.quis.ition,exquisite,ex.quis.ite
disquisition,dis.quis.ition,perquisite,per.quis.ite
disquisition,dis.quis.ition,requisite,re.quis.ite
epitaph,epi.taph,cenotaph,ceno.taph
epitaph,epi.taph,epitome,epi.tome
holograph,holo.graph,hologram,holo.gram
holograph,holo.graph,holographic,holo.graphic
holograph,holo.graph,homograph,homo.graph
holograph,holo.graph,monograph,mono.graph
epistle,epi.stle,apostle,apo.stle
epistle,epi.stle,pestle,pe.stle
facsimile,fac.sim.ile,simile,sim.ile
facsimile,fac.sim.ile,assimilate,as.sim.il.ate
anthology,anth.ology,anthropology,anth.rop.ology
dossier,dos.si.er,endorse,en.dorse
primer,prim.er,prime,prim.e
primer,prim.er,primate,prim.ate
primer,prim.er,premier,pre.mi.er
potpourri,pot.pour.ri,porridge,por.ridge
denouement,de.noue.ment,denoue,de.noue
denouement,de.noue.ment,prologue,pro.logue
denouement,de.noue.ment,epilogue,epi.logue
banquet,ban.quet,banquette,ban.quette
banquet,ban.quet,bouquet,bou.quet
charade,char.ade,pastiche,past.i.che
charade,char.ade,parody,par.ody
charade,char.ade,nv,n.v
acronym,acro.nym,acrobat,acro.bat
salutation,salut.ation,salutary,salut.ary
annotate,an.not.ate,connotation,con.not.ation
annotate,an.not.ate,nv,n.v
emblem,em.blem,problem,pro.blem
exaggeration,ex.ag.ger.ation,extravagant,extra.vag.ant
simile,sim.ile,facsimile,fac.sim.ile
simile,sim.ile,nv,n.v
simile,sim.ile,assimilate,as.sim.il.ate
excursion,ex.cur.sion,incursion,in.cur.sion
excursion,ex.cur.sion,expedition,ex.ped.ition
intermission,inter.mission,remission,re.mission
intermission,inter.mission,interlude,inter.lude
recess,re.cess,recede,re.cede
recess,re.cess,recession,re.cess.ion
recess,re.cess,recessive,re.cess.ive
karate,kara.te,karaoke,kara.oke
Saturnalia,satur.na.lia,saturnalian,satur.na.lian
Saturnalia,satur.na.lia,saturday,satur.day
Saturnalia,satur.na.lia,bacchanalia,Baccha.nalia
revelry,re.vel.ry,revel,re.vel
revelry,re.vel.ry,rebel,re.bel
deposition,de.posit.ion,depose,de.pose
deposition,de.posit.ion,deposit,de.posit
deposition,de.posit.ion,depository,de.posit.ory
investiture,in.vest.iture,investment,in.vest.ment
investiture,in.vest.iture,investigate,in.vesti.gate
ascendancy,a.scend.ancy,descend,de.scend
hierarchy,hier.archy,hieroglyph,hiero.glyph
theocracy,the.o.cracy,democracy,dem.o.cracy
gerontocracy,ger.onto.cracy,ontology,onto.logy
gerontocracy,ger.onto.cracy,gerontology,ger.onto.logy
matriarchy,ma.tri.archy,patriarchy,pa.tri.archy
patriarchy,pa.tri.archy,matriarchy,ma.tri.archy
oligarchy,olig.archy,oligemia,olig.emia
oligarchy,olig.archy,oliguria,olig.uria
obsequies,ob.sequi.es,sequel,sequ.el
obsequies,ob.sequi.es,consequence,con.sequ.ence
obsequies,ob.sequi.es,sequence,sequ.ence
ordination,ordin.ation,ordinance,ordin.ance
ordination,ordin.ation,ordinary,ordin.ary
ordination,ordin.ation,ordinaire,ordin.aire
ordination,ordin.ation,ordinate,ordin.ate
libation,lib.ation,oblation,obl.ation
sacrament,sacra.ment,sacrifice,sacri.fice
sacrament,sacra.ment,sacramento,Sacra.mento
sacrament,sacra.ment,sanctimonious,sancti.monious
invocation,in.voc.ation,invoke,in.voke
invocation,in.voc.ation,avocation,a.vocation
suffrage,suf.frage,fragment,frag.ment
instigate,in.stig.ate,stigma,stig.ma
disaffected,dis.af.fect.ed,affect,af.fect
disaffected,dis.af.fect.ed,affection,af.fection
disaffected,dis.af.fect.ed,malcontent,mal.content
caucus,cauc.us,cactus,cact.us
chimera,chi.mera,chameleon,chame.leon
apparition,ap.par.ition,apparel,ap.par.el
apocalypse,apo.calyp.se,eucalyptus,eu.calyp.tus
apocalypse,apo.calyp.se,cataclysm,cata.cly.sm
apocalypse,apo.calyp.se,catastrophe,cata.strophe
apocalypse,apo.calyp.se,apocrypha,apo.cry.pha
fatality,fat.al.ity,mortality,mort.al.ity
blasphemy,blas.phemy,euphemism,eu.phem.ism
talisman,tal.is.man,talon,tal.on
oblation,ob.lat.ion,ferre,fer.re
oblation,ob.lat.ion,ablation,ab.lat.ion
oblation,ob.lat.ion,collate,col.late
oblation,ob.lat.ion,libation,lib.ation
seminary,semin.ary,seminar,semin.ar
cloister,cloi.ster,cloisterer,cloi.ster.er
apocrypha,apo.cry.pha,encrypt,en.crypt
apocrypha,apo.cry.pha,apocalypse,apo.calypse
gossip,gos.sip,gospel,gos.pel
gospel,gosp.el,gossip,gos.sip
sorcery,sor.cer.y,sorcerer,sor.cer.er
sorcery,sor.cer.y,soccer,socc.er
telepathy,tele.pathy,antipathy,anti.pathy
telepathy,tele.pathy,apathy,a.pathy
telepathy,tele.pathy,psychopathy,psycho.pathy
telepathy,tele.pathy,dermopathy,dermo.pathy
juggernaut,jug.ger.naut,astronuat,astro.nuat
heterodox,hetero.dox,orthodox,ortho.dox
heterodox,hetero.dox,heretic,here.tic
sanctimonious,sancti.monious,sanctimony,sancti.mony
sanctimonious,sancti.monious,sanctuary,sanct.uary
sanctimonious,sancti.monious,sacrament,sacra.ment
sanctimonious,sancti.monious,parsimonious,pars.i.monious
sanctimonious,sancti.monious,acrimonious,acr.i.monious
infidel,in.fid.el,infidelity,in.fid.el.ity
infidel,in.fid.el,heretic,here.tic
idolatry,ido.latry,plutolatry,pluto.latry
choir,ch.oir,memoir,mem.oir
choir,ch.oir,boudoir,boud.oir
choir,ch.oir,reservoir,reserv.oir
choir,ch.oir,chorus,chor.us
sibyl,sib.yl,vinyl,vin.yl
lectern,lect.ern,collect,col.lect
lectern,lect.ern,podium,pod.ium
repose,re.pose,propose,pro.pose
repose,re.pose,impose,im.pose
repose,re.pose,depose,de.pose
repose,re.pose,dispose,dis.pose
tranquil,tran.quil,quiescent,qui.escent
tranquil,tran.quil,serene,se.re.ne
quiescent,quie.scent,acquiesce,ac.qui.esce
quiescent,quie.scent,adolescent,adole.scent
quiescent,quie.scent,crescent,cre.scent
dormant,dorm.ant,dominant,domin.ant
eaves,eav.es,eavesdrop,eaves.drop
terrace,terra.ce,terrapin,terra.pin
sprocket,spr.ock.et,rocket,rock.et
sprocket,spr.ock.et,ratchet,ra.tch.et
chastise,chast.ise,chasten,chast.en
nugatory,nug.atory,nugget,nug.get
subsidiary,sub.sidi.ary,subsidy,sub.sidy
subsidiary,sub.sidi.ary,subside,sub.side
negligible,neg.lig.ible,negligent,neg.lig.ent
negligible,neg.lig.ible,neglect,neg.lect
paltry,pal.try,paucity,pau.city
paltry,pal.try,pantry,pan.try
venial,ven.ial,venus,ven.us
venial,ven.ial,genial,gen.ial
turpitude,turp.itude,turtle,tur.tle
shabby,sh.abby,flabby,fl.abby
impassive,im.pass.ive,dispassionate,dis.pass.ion.ate
impassive,im.pass.ive,passive,pass.ive
impassive,im.pass.ive,impasse,im.passe
valiant,vali.ant,gallant,gall.ant
prosaic,pro.sa.ic,prose,pro.se
prosaic,pro.sa.ic,mosaic,mo.sa.ic
insipid,in.si.pid,intrepid,in.tre.pid
convention,con.vent.ion,intervention,inter.vent.ion
raffish,raff.ish,raffle,raff.le
raffish,raff.ish,ruffle,ruff.le
raffish,raff.ish,ruffian,ruff.ian
raffish,raff.ish,sloven,slov.en
debauchery,debau.chery,butchery,but.chery
debauchery,debau.chery,treachery,trea.chery
unconscionable,un.consci.on.able,conscience,consci.ence
unconscionable,un.consci.on.able,conscious,consci.ous
unconscionable,un.consci.on.able,conscientious,consci.entious
unconscionable,un.consci.on.able,science,sci.ence
extravagant,extra.vag.ant,vague,vag.ue
extravagant,extra.vag.ant,vagrant,vag.rant
extravagant,extra.vag.ant,exaggeration,ex.ag.ger.ation
dissolute,dis.sol.ute,resolute,re.sol.ute
dissolute,dis.sol.ute,absolute,ab.sol.ute
dissolute,dis.sol.ute,dissolve,dis.sol.ve
abject,ab.ject,reject,re.ject
abject,ab.ject,abjure,ab.jure
recreant,re.cre.ant,create,cre.ate
recreant,re.cre.ant,miscreant,mis.cre.ant
pusillanimous,pu.sill.anim.ous,magnanimous,magn.animous
pusillanimous,pu.sill.anim.ous,unanimous,un.animous
embolden,em.bold.en,embody,em.body
intrepid,in.trep.id,insi,in.si
intrepid,in.trep.id,pid,p.id
propitiate,pro.piti.ate,propitious,pro.piti.ous
propitiate,pro.piti.ate,precipitate,pre.cipit.ate
satire,sat.ire,satirical,sat.irical
satire,sat.ire,saturate,sat.ur.ate
satire,sat.ire,sarcasm,sar.casm
sardonic,sardon.ic,sardine,sard.ine
snide,sn.ide,slide,sl.ide
disdain,dis.dain,ordain,or.dain
disdain,dis.dain,dainty,dain.ty
contempt,con.tempt,nv,n.v
raillery,rail.lery,persiflage,persi.flage
acrimonious,acri.mon.ious,acerbic,acerb.ic
acrimonious,acri.mon.ious,sanctimonious,sanct.i.monious
acrimonious,acri.mon.ious,parsimonious,pars.i.monious
prurient,prur.ient,pruritus,prur.itus
lubricious,lu.bric.ious,lubricant,lu.bric.ant
improvident,im.provid.ent,provident,provid.ent
improvident,im.provid.ent,improvise,im.prov.ise
dissipate,dis.sip.ate,dissipated,dis.sip.ated
dissipate,dis.sip.ate,dissolute,dis.solute
precis,pre.cis,precise,pre.cise
syllabus,syl.lab.us,syllable,syl.lable
synopsis,syn.op.sis,symposium,sym.pos.ium
compendious,com.pend.ious,compendium,com.pend.ium
compendious,com.pend.ious,pendulum,pend.ulum
continent,con.tin.ent,contingent,con.tin.gent
continent,con.tin.ent,pertinent,per.tin.ent
continent,con.tin.ent,abstinent,abs.tin.ent
abstemious,ab.stem.ious,abstinence,ab.stin.ence
licentious,li.cent.ious,license,li.cense
sensual,sens.ual,sensor,sens.or
sensual,sens.ual,ensure,ens.ure
nonchalant,non.chal.ant,challenge,chall.enge
nonchalant,non.chal.ant,chalice,chal.ice
apathetic,a.path.etic,pathetic,path.etic
apathetic,a.path.etic,sympathetic,sym.path.etic
munificent,muni.fic.ent,munitions,muni.tions
munificent,muni.fic.ent,ammunition,am.muni.tion
pullulate,pull.ul.ate,propagate,pro.pag.ate
palliative,palli.ative,pallid,pall.id
laconic,la.conic,nv,n.v
scruple,scru.ple,scrupulous,scru.pul.ous
scruple,scru.ple,scrutiny,scru.tiny
scruple,scru.ple,scrub,scru.b
scruple,scru.ple,qualm,qu.alm
punctilious,punct.il.ious,punctuate,punct.uate
austere,au.stere,ascetic,asce.tic
plunder,plun.der,plunge,plun.ge
plunder,plun.der,blunder,blun.der
plunder,plun.der,plummet,plum.met
procrastinate,pro.cras.tin.ate,crastinus,cras.tin.us
periphrasis,peri.phrasis,peripheral,peri.pheral
periphrasis,peri.phrasis,catchphrase,catch.phrase
pleonasm,pleo.nasm,plenty,plent.y
verbiage,verbi.age,verbose,verb.ose
verbose,verb.ose,verbiage,verbi.age
prolix,pro.lix,verbose,verb.ose
prolix,pro.lix,verbiage,verbi.age
sprawl,spr.awl,scrawl,scr.awl
sprawl,spr.awl,vn,v.n
sprawl,spr.awl,sprout,spr.out
lassitude,lass.itude,lethargy,lethar.gy
condolence,con.dol.ence,idol,i.dol
condolence,con.dol.ence,adolescent,a.dol.escent
condolence,con.dol.ence,indolent,in.dol.ent
indolent,in.dol.ent,condolence,con.dol.ence
indolent,in.dol.ent,dolorous,dol.or.ous
hidebound,hide.bound,inbound,in.bound
hidebound,hide.bound,outbound,out.bound
hidebound,hide.bound,eastbound,east.bound
restive,rest.ive,restless,rest.less
reckless,reck.less,reckon,reck.on
precipitate,pre.cipi.tate,precipitation,pre.cipi.tation
precipitate,pre.cipi.tate,precip,pre.cip
precipitate,pre.cipi.tate,propitiate,pro.piti.ate
remiss,re.miss,remission,re.miss.ion
remiss,re.miss,dismiss,dis.miss
negligent,neg.lig.ent,negative,neg.ative
negligent,neg.lig.ent,neglect,neg.lect
negligent,neg.lig.ent,negligible,neg.lig.ible
advert,ad.vert,advertise,ad.vert.ise
advert,ad.vert,advertisement,ad.vert.ise.ment
obloquy,ob.loquy,colloquium,col.loqu.ium
obloquy,ob.loquy,obsequies,ob.sequi.es
obloquy,ob.loquy,opprobrium,op.probr.ium
ardour,ard.our,ardor,ard.or
ardour,ard.our,ardent,ard.ent
ardour,ard.our,arduous,ard.uous
ardour,ard.our,fervour,ferv.our
ardour,ard.our,fervor,ferv.or
bonny,bon.ny,bunny,bun.ny
stricture,strict.ure,structure,struct.ure
stricture,strict.ure,restrict,re.strict
stricture,strict.ure,restriction,re.strict.ion
censure,cens.ure,census,cens.us
censure,cens.ure,incense,in.cense
censure,cens.ure,incentive,in.centive
reprobate,re.prob.ate,probate,prob.ate
reprobate,re.prob.ate,reprove,re.prove
reproach,re.proach,approach,ap.proach
truculent,truc.ul.ent,obstreperous,ob.stre.per.ous
truculent,truc.ul.ent,pugnacious,pugn.acious
ferocious,fero.cious,vicious,vi.cious
ferocious,fero.cious,feral,fer.al
ruffian,ruff.ian,ruffle,ruff.le
ruffian,ruff.ian,raffish,raff.ish
atrocious,atro.cious,atrocity,atro.city
curmudgeon,cur.mud.geon,burgeon,bur.geon
curmudgeon,cur.mud.geon,dungeon,dun.geon
curmudgeon,cur.mud.geon,pigeon,pi.geon
cantankerous,can.tanker.ous,kerosene,kero.sene
cantankerous,can.tanker.ous,curmudgeon,cur.mud.geon
cantankerous,can.tanker.ous,scurrilous,scu.rri.lous
fractious,fract.ious,refractory,re.fract.ory
fractious,fract.ious,fraction,fract.ion
amenable,a.men.able,amicable,ami.cable
amenable,a.men.able,amiable,ami.able
genial,geni.al,genius,geni.us
genial,geni.al,general,gener.al
genial,geni.al,amicable,ami.cable
genial,geni.al,amiable,ami.able
clement,cle.ment,clemency,cle.mency
clement,cle.ment,clementine,cle.ment.ine
gloat,gl.oat,glee,gl.ee
gloat,gl.oat,float,fl.oat
gloat,gl.oat,bloat,bl.oat
rapture,rap.ture,enrapture,en.rap.ture
rapture,rap.ture,ravish,rav.ish
rapture,rap.ture,rhapsody,rhap.sody
blithe,bli.the,lithe,li.the
jocund,jo.cund,rubicund,rubi.cund
jocund,jo.cund,fecund,fe.cund
rollicking,rol.lick.ing,vn,v.n
enrapture,en.rap.ture,rapture,rap.ture
presumptuous,pre.sump.tuous,sumptuous,sump.tuous
presumptuous,pre.sump.tuous,presumption,pre.sump.tion
presumptuous,pre.sump.tuous,peremptory,per.empt.ory
imperious,imper.ious,imperial,imper.ial
imperious,imper.ious,imperative,imper.ative
imperious,imper.ious,peremptory,per.empt.ory
arbitrary,ar.bitr.ary,arbitrator,ar.bitr.ator
arbitrary,ar.bitr.ary,arbiter,ar.bit.er
intractable,in.tract.able,detractor,de.tract.or
pronounced,pro.noun.ce.d,pronounce,pro.noun.ce
tenacious,ten.acious,obstinate,obs.tin.ate
tenacious,ten.acious,pertinacious,per.tin.acious
recalcitrant,re.calci.trant,calcium,calci.um
recalcitrant,re.calci.trant,entrant,en.trant
intransigent,in.transi.gent,transient,transi.ent
obdurate,ob.dur.ate,pertinacious,per.tin.acious
captivating,captiv.ating,captivate,captiv.ate
captivating,captiv.ating,adjn,adj.n
captivating,captiv.ating,capitation,capit.ation
susceptibility,sus.cepti.bility,debility,de.bility
susceptibility,sus.cepti.bility,susceptible,sus.cept.ible
spindly,spind.ly,spindle,spind.le
frail,fr.ail,flail,fl.ail
frail,fr.ail,fragile,frag.ile
enervate,e.nerv.ate,emaciate,e.mac.iate
emaciated,e.mac.i.ated,macerate,mac.er.ate
emaciated,e.mac.i.ated,enervate,e.nerv.ate
debility,de.bility,ability,a.bility
fracas,frac.as,fracture,frac.ture
hullabaloo,hull.aba.loo,hubbub,hub.bub
strenuous,stren.uous,strength,streng.th
arduous,ard.uous,ardour,ard.our
arduous,ard.uous,ardent,ard.ent
arduous,ard.uous,assiduous,as.sid.uous
grudge,gru.dge,begrudge,be.gru.dge
scrimp,scr.imp,skimp,sk.imp
scrimp,scr.imp,shrimp,shr.imp
parsimonious,pars.i.monious,sanctimonious,sanct.i.monious
malice,mal.ice,malicious,mal.ic.ious
diabolical,dia.bol.ical,diabolic,dia.bol.ic
diabolical,dia.bol.ical,diabolo,dia.bolo
diabolical,dia.bol.ical,diablo,dia.blo
repressive,re.press.ive,depressive,de.press.ive
repressive,re.press.ive,depress,de.press
repressive,re.press.ive,oppressive,op.press.ive
stellar,stell.ar,constellation,con.stell.ation
momentous,moment.ous,momentary,moment.ary
repugnant,re.pugn.ant,impugn,im.pugn
repugnant,re.pugn.ant,pugnacious,pugn.acious
repugnant,re.pugn.ant,pungent,pung.ent
revolting,re.volt.ing,revolt,re.volt
animus,anim.us,animosity,anim.os.ity
animus,anim.us,animal,anim.al
animus,anim.us,unanimity,un.anim.ity
venom,ven.om,venus,Ven.us
venom,ven.om,venereal,ven.er.eal
noisome,noi.some,annoy,an.noy
noisome,noi.some,irksome,irk.some
infernal,in.fern.al,inferno,in.ferno
infernal,in.fern.al,furnace,furn.ace
scurrilous,scur.ri.lous,scurry,scur.ry
scurrilous,scur.ri.lous,scurvy,scur.vy
scurrilous,scur.ri.lous,obscure,ob.scure
scurrilous,scur.ri.lous,nv,n.v
scurrilous,scur.ri.lous,curmudgeon,cur.mud.geon
taciturn,tacit.urn,saturnine,saturn.ine
equanimity,equa.nimity,equivocate,equi.vocate
equanimity,equa.nimity,equilibrium,equi.librium
equanimity,equa.nimity,composure,com.pos.ure
composure,com.pos.ure,exposure,ex.pos.ure
composure,com.pos.ure,equanimity,equa.nimity
harrowing,harrow.ing,oween,ow.een
sulky,sulk.y,sullen,sull.en
sullen,sull.en,sulky,sul.ky
morose,mor.ose,morass,mor.ass
sombre,som.bre,timbre,tim.bre
saturnine,satur.nine,saturnalia,Satur.nalia
saturnine,satur.nine,saturnalian,satur.nalian
lugubrious,lugu.bri.ous,salubrious,salu.bri.ous
dolorous,dol.or.ous,indolent,in.dol.ent
chamomile,chamo.mile,camomile,camo.mile
chamomile,chamo.mile,chameleon,chame.leon
allegory,al.leg.ory,allegation,al.leg.ation
allegory,al.leg.ory,allege,al.lege
allegory,al.leg.ory,allegro,al.legro
allegory,al.leg.ory,allergy,al.lergy
archaic,archa.ic,archaeology,archae.ology
archaic,archa.ic,archeology,arche.ology
buttock,butt.ock,button,butt.on
aphorism,a.phor.ism,aph,a.ph
aphorism,a.phor.ism,euphoria,eu.phor.ia
aphorism,a.phor.ism,dysphoria,dys.phor.ia
aphorism,a.phor.ism,metaphor,meta.phor
azure,az.ure,asure,a.sure
rampant,ram.pant,rampart,ram.part
rampant,ram.pant,ramble,ram.ble
rampant,ram.pant,rampage,ram.page
rampant,ram.pant,vn,v.n
clergy,cler.gy,clerk,cler.k
clergy,cler.gy,cleric,cler.ic
sentient,sent.ient,sentinel,sent.in.el
sentient,sent.ient,sensible,sens.ible
Antipodean,anti.pod.ean,sisyphean,Sisy.ph.ean
apprentice,ap.prent.ice,prentice,prent.ice
lieutenant,lieu.ten.ant,tenant,ten.ant
lieutenant,lieu.ten.ant,milieu,mi.lieu
lieutenant,lieu.ten.ant,purlieus,pur.lieus
asphalt,as.ph.alt,tarmac,tar.mac
adieu,ad.ieu,milieu,mil.ieu
adieu,ad.ieu,lieu,l.ieu
attrition,at.trit.ion,nutrition,nu.trit.ion
attrition,at.trit.ion,contrition,con.trit.ion
attrition,at.trit.ion,detritus,de.trit.us
depose,de.pose,propose,pro.pose
depose,de.pose,impose,im.pose
depose,de.pose,repose,re.pose
depose,de.pose,dispose,dis.pose
exquisite,ex.quis.ite,perquisite,per.quis.ite
conclave,con.clave,enclave,en.clave
discern,dis.cern,concern,con.cern
procure,pro.cure,epicure,epi.cure
procure,pro.cure,secure,se.cure
procure,pro.cure,obscure,obs.cure
conscientious,con.scien.tious,conscience,con.science
convent,con.vent,convention,con.vention
deflect,de.flect,inflect,in.flect
deflect,de.flect,reflect,re.flect
deflect,de.flect,refract,re.fract
deflect,de.flect,divert,di.vert
blight,b.light,plight,p.light
obscurity,ob.scur.ity,obscure,ob.scure
obscurity,ob.scur.ity,scurrilous,scur.ri.lous
obscurity,ob.scur.ity,livion,liv.ion
nucleus,nu.cle.us,nuclear,nu.clear
squire,squ.ire,squirt,squ.irt
squire,squ.ire,squirrel,squ.ir.rel
vanquish,van.quish,vanish,van.ish
deacon,dea.con,beacon,bea.con
falter,fal.ter,vn,v.n
secular,secu.lar,security,secu.rity
furnish,furn.ish,furniture,furni.ture
commerce,com.merce,commercial,com.merc.ial
commerce,com.merce,commencement,com.mence.ment
bivouac,bi.vou.ac,devout,de.vou.t
entourage,en.tour.age,retinue,re.tinue
diaspora,dia.spora,sporadic,spora.dic
maggot,mag.got,faggot,fag.got
extant,ext.ant,extent,ext.ent
extant,ext.ant,extend,ext.end
correspondence,cor.respond.ence,correspondent,cor.respond.ent
sermon,ser.mon,summon,sum.mon
prescriptive,pre.script.ive,prescription,pre.script.ion
prescriptive,pre.script.ive,describe,de.scribe
quotidian,quot.id.ian,quota,quot.a
conscience,con.sci.ence,science,sci.ence
conscience,con.sci.ence,conscientious,con.sci.en.tious
eclipse,ec.lip.se,ellipse,el.lipse
evangelist,ev.angel.ist,revenge,re.venge
evangelist,ev.angel.ist,nv,n.v
evangelist,ev.angel.ist,evangelical,ev.angel.ic.al
perception,per.cept.ion,perceptive,per.cept.ive
perception,per.cept.ion,inception,in.cept.ion
perception,per.cept.ion,perspective,per.spec.tive
insinuate,in.sinu.ate,innuendo,in.nu.endo
deodorant,de.odor.ant,perspirant,per.spir.ant
baffle,baff.le,waffle,waff.le
baffle,baff.le,raffle,raff.le
knead,kn.ead,kneel,kn.eel
proactive,pro.active,reactive,re.active
slander,sl.and.er,slant,sl.ant
slander,sl.and.er,vn,v.n
compelling,com.pell.ing,repellent,re.pell.ent
compelling,com.pell.ing,appealing,ap.peal.ing
impertinent,im.per.tin.ent,pertinent,per.tin.ent
impertinent,im.per.tin.ent,continent,con.tin.ent
impertinent,im.per.tin.ent,pertinacious,per.tin.acious
prominent,pro.min.ent,eminent,e.min.ent
disrupt,dis.rupt,disturb,dis.turb
